,Unnamed: 0.1,Unnamed: 0,X,rouge1_precision,rouge2_precision,rougeL_precision,rouge1_recall,rouge2_recall,rougeL_recall,rouge1_fmeasure,rouge2_fmeasure,rougeL_fmeasure,fkre,fkgl,fogi,smog,cole,auto,t_word,t_stopword,t_punct,t_syll,t_syll2,t_syll3,t_uword,t_sent,t_char,t_kup,t_bry,t_subtlex_us_zipf,t_n_ent_law,summary_generated,align_score,summary,bertscore_p,bertscore_r,bertscore_f1,summac
943,943,943,943,0.875,0.818181818181818,0.857142857142857,0.98,0.918367346938776,0.96,0.924528301886792,0.865384615384615,0.90566037735849,-19.205,29.85,33.829,18.065,18.531,34.494,62,20,6,112,16,10,41,1,338,243.63,188.07,261.486,0,"Brownfields Housing and Community Renewal Development Act - Amends the Housing and Community Development Act of 1974 to direct the Secretary of Housing and Urban Development to establish a program to make grants to assist in carrying out redevelopment activities for brownfield sites and abandoned, idled, and underused industrial, commercial, or housing structures located in brownfield sites.",0.4418667554855346,"Brownfields Housing and Community Renewal Development Act - Amends the Housing and Community Development Act of 1974 to direct the Secretary of Housing and Urban Development to establish a grants program for redevelopment activities for brownfield sites and abandoned, idled, and underused industrial, commercial, or housing structures located in brownfield sites.",0.9826732873916626,0.9926039576530457,0.9876136779785156,0.16490048170089722
944,944,944,944,0.416666666666667,0.245161290322581,0.333333333333333,0.619047619047619,0.365384615384615,0.495238095238095,0.498084291187739,0.293436293436293,0.398467432950192,-78.653,61.742,68.347,19.79,14.222,78.275,182,58,31,236,30,12,102,1,807,744.19,589.432,646.11,0,"Delays from July to November 2000 the deadline for withdrawing the offer, or rescinding the withdrawal, of Medicare+Choice plans for 2001.<n>Amends SSA title XVIII part C to revise data collection requirements under the Medicare+Choice program with regard to: (1) establishment of a payment floor after applying risk-adjustment methodology; (2) the change in the application of the budget neutrality adjustment for 2001 and 2002; (3) an increase in the national per capita Medicare+Choice growth percentage in 2001 and 2002; (4) an increase in the minimum payment amount under Medicare for 2001 and 2002; (5) a movement to 50 percent blend in 2002; (6) an increased update for payment areas with only one or no Medicare+Choice contracts; (7) permitting higher negotiated rates in certain Medicare+Choice payment areas below national average; (8) a ten-year phase in of risk adjustment based on data from all settings; and (9) certain regulatory changes.",0.8312039375305176,"Delays from July to November 2000 the deadline for withdrawing the offer, or rescinding the withdrawal, of Medicare+Choice plans for 2001.
Amends SSA title XVIII part C to Medicare+Choice program data collection requirements with regard to: (1) issuance of encounter data submission requirements; (2) post- stabilization guidelines; and (3) on-line enrollment.
Prohibits the Secretary from making any changes in the enrollment and disenrollment instructions and related materials (including operational policy letters and evidence of coverage) under Medicare+Choice between enactment of this Act and January 1, 2002, except as may be specifically and only required to comply with a change in statute.",0.869324266910553,0.8841241002082825,0.8766617178916931,0.00042435270734131336
945,945,945,945,0.805970149253731,0.56390977443609,0.641791044776119,0.357615894039735,0.249169435215947,0.28476821192053,0.495412844036697,0.345622119815668,0.394495412844037,47.195,14.999,21.161,9.474,13.155,19.221,151,58,17,199,26,11,80,4,697,727.33,552.846,643.563,0,"Land and National Park Deferred Maintenance Act or the LAND Act This bill reauthorizes through FY2024 the Land and Water Conservation Fund (LWCF). From amounts covered into the LWCF: (1) $450 million in each fiscal year shall be available for expenditure to carry out the purposes of this bill, without further appropriation or fiscal year limitation; and (2) the remainder of amounts covered into the LWCF shall be available subject to appropriations, which may be made without fiscal year limitation. The bill revises the allocation and uses of the LWCF. Not less than 1.5% of amounts appropriated or expended under the LWCF in each fiscal year shall be made available for the fiscal year for projects that secure recreational public access to existing federal public land for hunting, fishing, and other recreational purposes.",0.4393551349639892,"Land and National Park Deferred Maintenance Act or the LAND Act This bill extends the Land and Water Conservation Fund (LWCF) through FY2024.  From the amounts deposited into the LWCF, $450 million shall be available in each fiscal year for expenditure to carry out the purposes of the Act establishing the LWCF and the purposes of the LWCF. Remaining amounts in the LWCF shall be available subject to appropriations.   The bill specifies the use of amounts for federal purposes for certain land and water acquisitions (as currently) and financial assistance to states for LWCF purposes and outdoor recreation, the Forest Legacy Program, cooperative endangered species grants, and the American Battlefield Protection Program.  The President must submit to Congress, as part of the annual budget submission, the account, program, and project allocations for funds that are made available from the LWCF for federal purposes.  The bill prohibits the use of any funding made available to a state under this bill from being used for the acquisition of lands, waters, or interests in lands or waters by eminent domain.  At least 1.5% of appropriated or expended LWCF funds must be available for projects that secure recreational public access to existing federal public land for hunting, fishing, and other recreational purposes.  The bill establishes a National Park Service and Related Agencies Maintenance and Revitalization Conservation Fund in the Treasury for the deposit through FY2024 of $450 million from mineral revenues that are not otherwise credited, covered, or deposited under federal law. Of amounts made available from this fund, the Department of the Interior shall use specified amounts for high priority deferred maintenance needs that support critical infrastructure and visitor services. The Department of Agriculture shall use a specified amount for federal lands administered by the Forest Service for such high priority deferred maintenance needs.  ",0.9209124445915222,0.8696877956390381,0.8945673704147339,0.06737866997718811
946,946,946,946,0.791666666666667,0.361702127659574,0.625,0.41304347826087,0.186813186813187,0.326086956521739,0.542857142857143,0.246376811594203,0.428571428571429,50.288,12.207,17.933,5.713,12.612,14.316,62,15,14,75,10,2,45,2,256,264.53,199.49,221.641,0,Amends the Internal Revenue Code to deny a tax deduction for oil cleanup costs. Makes exceptions for: (1) small spills; (2) facilities closed and cleanup completed; (3) taxpayers with a complete liability defense; and (4) amounts deductible on account of the loss of the material discharged or released.,0.7105334997177124,"Amends the Internal Revenue Code to disallow a tax deduction for oil cleanup costs, except:  (1) spills involving less than 36,000 gallons of oil; (2) facility closures and cleanup completions; and (3) oil discharge costs where the taxpayer has a complete liability defense. 
Prohibits the net operating loss deduction from reducing taxable income to an amount less than the amount disallowed for oil cleanup costs. 
Treats qualified oil facility expenditures to reduce risks of oil spills as expenses which are not chargeable to capital account.  Allows such expenditures as a deduction.",0.9272904396057128,0.8810135126113892,0.9035598039627076,0.03322773799300194
947,947,947,947,0.772727272727273,0.594771241830065,0.688311688311688,0.820689655172414,0.631944444444444,0.731034482758621,0.795986622073579,0.612794612794613,0.709030100334448,24.727,17.512,22.981,8.473,16.021,20.324,184,60,29,276,41,11,103,5,893,826.72,662.713,766.674,0,"Stop Iran From Smuggling Weapons to Terrorists Act This bill authorizes the Department of Defense (DOD), with the concurrence of the Department of State, to: (1) provide training to the national military or other security forces of Israel, Bahrain, Saudi Arabia, the United Arab Emirates, Oman, Kuwait, and Qatar that have among their functional responsibilities maritime security missions; and (2) provide training to ministry, agency, and headquarters level organizations for such forces. The provision of such assistance and training may include the provision of de minimis equipment, supplies, and small-scale military construction. Training shall include elements that promote: observance of and respect for human rights and fundamental freedoms; and respect for legitimate civilian authority within the country to which the assistance is provided. The bill makes $50 million available only for such assistance and training. DOD shall negotiate a cost-sharing agreement with a recipient country regarding the cost of any training provided.",0.7717164158821106,"Stop Iran From Smuggling Weapons to Terrorists Act This bill authorizes the Department of Defense (DOD) to provide training to: (1) the national military or other security forces of Israel, Bahrain, Saudi Arabia, the United Arab Emirates, Oman, Kuwait, and Qatar that have among their functional responsibilities maritime security missions; and (2) ministry, agency, and headquarters level organizations for such forces.  Such assistance and training may be referred to as the Counter Iran Maritime Initiative. Such training: (1) may include the provision of de minimis equipment, supplies, and small-scale military construction; and (2) shall include the promotion of human rights and respect for legitimate civilian authority. It is the sense of Congress that DOD should seek payments from such countries to offset training costs. DOD shall negotiate a training cost-sharing agreement with a recipient country that covers at least 50% of related costs.",0.9459291696548462,0.9454302787780762,0.9456796646118164,0.04383629187941551
948,948,948,948,0.882978723404255,0.763440860215054,0.776595744680851,0.601449275362319,0.518248175182482,0.528985507246377,0.71551724137931,0.617391304347826,0.629310344827586,11.53,23.327,29.438,10.688,15.785,27.875,108,30,14,164,25,7,70,2,529,506.42,321.049,444.418,0,"Post-Prostate Cancer Treatment Equity Act of 2007 - Amends the Employee Retirement Income Security Act of 1974 (ERISA) and the Public Health Service Act to require a group health plan, and a health insurance issuer providing health insurance coverage in connection with a group health plan, that provides medical and surgical benefits with respect to prostate cancer treatment to provide coverage for: (1) all stages of reconstructive prosthetic urology surgery; and (2) prostheses and physical complications of prostatectomy. Prohibits a plan or issuer from taking specified actions to avoid the requirements of this Act.",0.5470465421676636,"Post-Prostate Cancer Treatment Equity Act of 2007 - Amends the Employee Retirement Income Security Act of 1974 (ERISA) and the Public Health Service Act to require a group health plan that provides medical and surgical benefits with respect to prostate cancer treatment to provide coverage for: (1) all stages of reconstructive prosthetic urology surgery; and (2) prostheses and physical complications of prostatectomy. Requires plans to provide notice of the coverage.

Prohibits a group health plan from: (1) denying to a patient eligibility or continued eligibility solely to avoid the requirements of this Act; or (2) penalizing or otherwise reducing or limiting the reimbursement of a provider or providing incentives to induce such provider to provide care to a participant or beneficiary in a manner inconsistent with this Act.

Applies such requirements to coverage offered in the individual market.",0.9537769556045532,0.9163737297058104,0.9347013235092164,0.09344442188739777
949,949,949,949,0.477477477477477,0.20814479638009,0.27027027027027,0.773722627737226,0.338235294117647,0.437956204379562,0.590529247910863,0.257703081232493,0.334261838440111,28.786,20.324,25.194,8.473,12.488,24.061,251,99,28,350,41,11,126,5,1126,1226.68,1046.149,1091.723,1,"(This measure has not been amended since it was passed by the Senate with an amendment to the House passed version on January 16, 2003. The summary of that version is repeated here.)Business Checking Freedom Act of 2003- Amends Federal banking law governing interaccount transfers to provide that a depository institution may permit owners of certain interest- or dividend-paying accounts to make up to 24 transfers per month, for any purpose, to their other accounts in the same institution.Amends the Federal Reserve Act to authorize a Federal reserve bank to pay interest at least quarterly (at a rate not to exceed the general level of short term interest rates) to a depository institution on any balance it maintains at the reserve bank.Repeals a specified restriction in order to authorize pass-through reserves for member banks (as well as non-member banks).Reformulates the mandatory depository institution reserve ratio to: (1) one that is not greater than three percent, and may be zero, (currently, a flat ratio of three percent) for transaction accounts of $25 million or less; and (2) reduce from eight percent to zero the minimum ratio for transaction accounts exceeding $25 million.Requires the Federal reserve banks to transfer from their surplus funds up to: (1) $100 billion annually for deposit into the general fund of",0.3230410516262054,"Business Checking Freedom Act of 2003 - Amends Federal law to authorize interest-bearing transaction accounts for all businesses, permitting up to 24 transfers per month (or any greater number the Federal Reserve Board may determine) to another account of the owner in the same institution.Authorizes the payment of interest by a Federal reserve bank at least quarterly on balances maintained there on behalf of a depository institution.Amends the Federal Reserve Act to revise the ratio of reserves a depository institution must maintain against its transaction accounts, permitting a ratio of zero.Directs the Federal Reserve banks in FY 2003 through 2007 to transfer to the Board for transfer to the Secretary of the Treasury, for deposit in the general fund, additional surplus funds equal to the net cost of their interest payments to depository institutions.",0.8548699617385864,0.8991246819496155,0.8764389753341675,0.09217377007007599
950,950,950,950,0.806034482758621,0.536796536796537,0.53448275862069,0.441037735849057,0.293144208037825,0.292452830188679,0.570121951219512,0.379204892966361,0.378048780487805,36.83,17.977,24.774,9.895,11.544,20.904,248,112,10,365,53,18,102,6,1147,1019.01,863.51,1231.099,2,"State and Local Government Economic Empowerment Act - Authorizes the Secretary of the Treasury to have money available for purposes of this Act in an amount equal to the product of the population of the United States as determined by the Secretary of Commerce. <n>Requires that such money be created by having the Secretary and the Board of Governors of the Federal Reserve System enter into a Loan Agreement in accordance with specified requirements. <n>Treats any amount made available pursuant to this Act as money created in the sovereign and exclusive capacity of the United States. Declares that no provision of this Act shall be construed as authorizing the expenditure of funds derived from revenues imposed and collected by the U.S. Government under any provision of law or from amounts borrowed by the U.S. Government pursuant to provisions of law, including the Congressional Budget and Impoundment Control Act of 1974, the Balanced Budget and Emergency Deficit Control Act of 1985, and the Budget Enforcement Act of 1990. <n>States that money created under this Act shall not be treated as revenue when it is created or made available to the Administrator of General Services, nor shall it be treated as revenue by the Administrator or by the Secretary when the loans referred to in this Act are repaid. <n>Requires that the money created under this Act and the",0.7278070449829102,"State and Local Government Economic Empowerment Act - Directs the Secretary of the Treasury to have money available for purposes of this Act (i.e., the creation of non-interest-bearing Government credit funds in measured or limited increments for the purpose of funding capital and environmental projects in the public interest) in an amount equal to the product of: (1) the U.S. population, as determined by the Secretary of Commerce on the basis of the 1990 census; and (2) $1,400. 
Requires that the money be created by having the Secretary and the Board of Governors of the Federal Reserve System enter into a loan agreement whereby: (1) the Board shall lend the U.S. Treasury a sum up to $360 billion at the rate of not more than $72 billion per annum (on a cumulative basis) in each of the five years commencing 60 days after this Act's enactment date; and (2) the Secretary shall pay an annual fee to the Board to cover administrative costs that the Board incurs in acting as the agent of the Administrator appointed by the Secretary. 
Treats any amount made available pursuant to this Act as money created in the sovereign and exclusive capacity of the United States to create money.  Specifies that: (1) money created under this section shall not be treated as revenue when it is created or made available to the Administrator, nor when the loans are repaid; (2) the money created and the interest-free loan program established under this Act shall not be treated as budget authority, shall not be subject to apportionment or sequestration other than in accordance with this Act, and shall not be taken into account in the determination of the baseline for any fiscal year; and (3) the disbursement of money created under this Act shall not be treated as an outlay or a budget outlay. 
(Sec. 5) Entitles each State, county, township, incorporated municipality, school district, and Indian tribe to obtain a loan from the Administrator, unless such governmental unit is delinquent in repaying a prior loan, subject to specified limitations. 
(Sec. 6) Directs the Administrator to issue an interest-free loan from the money created to any such government unit if the Administrator obtains assurances that the proceeds will be used solely for the purpose of: (1) funding capital projects of such unit, including the construction of or improvements to school facilities, streets, water and sewer systems, and public and environmental facilities; or (2) the cleanup of toxic waste sites or other environmental improvements.",0.895071804523468,0.8418712019920349,0.8676567673683167,0.10690724849700928
951,951,951,951,0.962962962962963,0.884615384615385,0.962962962962963,0.262626262626263,0.23469387755102,0.262626262626263,0.412698412698413,0.370967741935484,0.412698412698413,60.053,11.342,16.554,5.713,11.331,14.214,29,9,3,37,4,1,25,1,128,68.83,59.356,111.983,0,Taiwan Airpower Modernization Act of 2011 - Directs the President to carry out the sale of no fewer than 66 F-16C/D multirole fighter aircraft to Taiwan.,0.5241197943687439,"Taiwan Air Power Modernization Act of 2011 - Expresses the sense of Congress that: (1) a critical element to maintaining peace and stability in Asia in the face of China's military expansion is ensuring a militarily strong Taiwan, (2) the United States has a statutory obligation under the Taiwan Relations Act to help Taiwan maintain sufficient self-defense capabilities, and (3) the proposed fighter aircraft sale to Taiwan would have significant economic benefits to the U.S. economy.

Directs the President to carry out the sale of no fewer than 66 F-16C/D multirole fighter aircraft to Taiwan.",0.9662810564041138,0.8674323558807373,0.9141924381256104,0.021243754774332047
952,952,952,952,0.935483870967742,0.675675675675676,0.752688172043011,0.35010060362173,0.252016129032258,0.28169014084507,0.509516837481698,0.367107195301028,0.4099560761347,-36.625,41.72,48.451,16.655,13.285,49.12,213,87,25,329,51,17,109,2,965,1015.38,857.801,993.17,0,"Private Property Rights Act of 1997 - States that the policy of the Federal Government is to protect the health, safety, and welfare of the public in a manner that, to the extent practicable, avoids takings of private property. <n>Directs each Federal agency to: (1) complete a private property taking impact analysis before taking any agency action (including the promulgation of a regulation) which is likely to result in a taking of private property, with specified exceptions, including for actions in which the power of eminent domain is formally exercised, in preparation for, or in connection with, treaty negotiations with foreign nations, a law enforcement action, a communication between an agency and a State or local land-use planning agency, the placement of a military facility or a military activity involving the use of solely Federal property, and any case in which there is an immediate threat to health or safety that constitutes an emergency requiring immediate response or the issuance of a regulation; and (2) provide such analysis as part of any submission otherwise required to be made to the Office of Management and Budget.",0.7508062720298767,"Private Property Rights Act of 1997 - States that the policy of the Federal Government is to protect the health, safety, and welfare of the public in a manner that, to the extent practicable, avoids takings of private property. 
(Sec. 5) Directs each Federal agency to complete a private property taking impact analysis before taking any agency action (including the promulgation of a regulation) which is likely to result in a taking of private property. 
Exempts from such requirement certain:  (1) actions in which the power of eminent domain is formally exercised; (2) any action taken with respect to property held in trust by the United States or in connection with treaty negotiations; (3) law enforcement actions; (4) communications between a Federal agency and a State or local land-use planning agency about a proposed State or local activity regulating private property; (5) military activities or military or foreign affairs functions; and (6) emergencies involving immediate threats to health or safety. 
Requires that the policies, regulations, and public laws of the United States be interpreted and administered in accordance with the policies under this Act. 
Specifies the content of such an analysis and requires a copy to be transmitted to the owner of the affected property, as well as made available to the public. 
Requires each agency to provide the analysis required under this Act as part of any submission otherwise required to be made to the Office of Management and Budget (OMB) relating to an agency action. 
(Sec. 6) Requires the agency, before taking any final agency action, to fully consider alternatives described in this Act, and to the maximum extent practicable, alter the action to avoid or minimize the taking of private property. 
(Sec. 7) Allows the owner of private property, if an agency action results in the taking of such property, to obtain appropriate relief in a civil action against the agency that has caused the taking to occur. Provides for a civil action against the agency to be brought:  (1) in either the U.S. District Court in which the property at issue is located or in the U.S. Court of Federal Claims (currently), regardless of the amount in controversy; and (2) if the property is located in more than one judicial district, in any district in which any part of the property is located. 
(Sec. 8) Directs the Attorney General to provide legal guidance in a timely manner, in response to a request by an agency, to assist it in complying with this Act. 
Requires annual reports by each agency to the OMB Director and Attorney General identifying each agency action that has resulted in the preparation of a taking impact analysis, the filing of a taking claim, and any award of compensation pursuant to the Just Compensation Clause of the fifth amendment to the Constitution. 
(Sec. 9) Creates a rebuttable presumption that unmodified analyses five years or older are outdated for purposes of any agency action or administrative or judicial proceeding.",0.9262555837631226,0.8613166213035583,0.8926066160202026,0.3109099864959717
953,953,953,953,0.553030303030303,0.435114503816794,0.515151515151515,0.752577319587629,0.59375,0.701030927835051,0.637554585152838,0.502202643171806,0.593886462882096,14.766,22.131,27.903,11.425,14.085,25.048,152,54,20,230,34,12,92,3,706,672.21,536.107,625.975,0,"Mammogram Availability Act of 1999 - Amends the Public Health Service Act and the Employee Retirement Income Security Act of 1974 to require a group health plan, and a health insurance issuer offering group coverage, that provides coverage for diagnostic mammography for any woman who is 40 years of age or older to also provide coverage for annual screening mammography for such a woman under terms that are not less favorable. Prohibits: (1) denying screening coverage on the basis that it is not medically necessary or not pursuant to a referral or recommendation; (2) denying eligibility, enrollment, or renewal solely to avoid this requirement; (3) providing payments or rebates to women; or (4) penalizing or providing incentives to providers. Declares that this Act does not preempt State laws providing at least these protections.",0.6802454590797424,"Mammogram Availability Act of 1999 - Amends the Public Health Service Act and the Employee Retirement Income Security Act of 1974 to require a group health plan, and a health insurance issuer offering group coverage, that provides coverage for diagnostic mammographies for any woman 40 years old or older to provide coverage for annual screening mammographies for such a woman.  Prohibits related enrollment and renewal discrimination, monetary incentives to women, and penalties or incentives to providers.  Amends the Public Health Service Act to apply those requirements and prohibitions to coverage offered by an issuer in the individual market.",0.8902198076248169,0.9391261339187622,0.9140192270278932,0.011213346384465694
954,954,954,954,0.635555555555556,0.375,0.457777777777778,0.725888324873096,0.428571428571429,0.522842639593909,0.677725118483412,0.4,0.488151658767773,1.221,27.063,33.344,15.382,13.466,30.559,259,119,34,395,61,29,114,4,1174,1339.89,1069.531,1163.172,0,"(This measure has not been amended since it was passed by the Senate on September 21, 2015. Citizen Empowerment Act of 2015 (Sec. 2) This bill requires that any employee of an executive agency conducting an in-person or telephonic interview, audit, investigation, inspection, or other official in-person or telephonic interaction with an individual relating to a possible or alleged violation of any federal statute or regulation that could result in the imposition of a fine, forfeiture of property, civil monetary penalty, or criminal penalty against, or the collection of an unpaid tax, fine, or penalty from such individual or a business owned or operated by such individual to allow such individual to make an audio recording of such interaction at the individual's own expense and with the individual's own equipment. Any such employee: (1) may record such interaction if he or she informs the individual before or at the initiation of such recording and upon request provides the individual with a transcript or copy of such recording, but only if the individual provides reimbursement for the cost of the transcription and reproduction of such transcript or copy; and (2) shall, before or at an initial in-person or telephonic interview, audit, investigation, inspection, or other official in-person or telephonic interaction, provide the individual with a verbal or written notice of",0.4632618427276611,"Citizen Empowerment Act of 2015 Requires any executive agency employee who is conducting an in-person or a telephonic interview, audit, investigation, inspection, or other official interaction with an individual relating to a possible violation of federal law that could result in the imposition of civil or criminal fines or penalties or the collection of unpaid tax to allow such individual to make an audio recording of the interaction. Permits the employee conducting the interaction to record it if the employee: (1) informs the individual of the recording prior to or at the initiation of the interaction, and (2) provides the individual with a transcript of the recording at such individual's expense.  Requires the employee conducting an initial in-person or telephonic interview or other interaction to provide to the individual a verbal or written notice of such individual's rights. Exempts from the application of this Act any in-person or telephonic interview or other interaction that: (1) is likely to include the discussion of classified material or information that would endanger public safety if released publicly; or (2) if released, would endanger an ongoing criminal investigation being conducted by a federal law enforcement officer. ",0.8921087980270386,0.9002057313919067,0.8961389660835266,0.25263914465904236
955,955,955,955,0.7625,0.582278481012658,0.6625,0.458646616541353,0.348484848484849,0.398496240601504,0.572769953051643,0.436018957345972,0.497652582159624,-29.817,37.293,44.0,19.79,16.023,44.357,89,34,9,147,24,12,57,1,447,416.45,346.456,402.681,0,Stand By Every Ad Act of 2010 - Amends the Federal Election Campaign Act of 1971 to require certain campaign-related radio and television communications which expressly advocates the election or defeat of a clearly identified candidate or which consists of the functional equivalent of express advocacy to include: (1) an individual disclosure statement if the person paying for the communication is an individual; and (2) an organizational disclosure statement if the person paying for the communication is not an individual.,0.8653757572174072,"Stand By Every Ad Act of 2010 - Amends the Federal Election Campaign Act of 1971 to require the identification of funding and authorizing sources in communications expressly advocating the election or defeat of a clearly identified candidate (as under current law) or which consist of the functional equivalent of express advocacy.

Prescribes special rules for express advocacy radio and television communications which are not authorized by a candidate, an authorized political committee of a candidate, or its agents. Requires individual disclosure statements about the head of the entity paying for the communication and about any other person that disbursed funds to the entity to finance the communication.

 Requires disclosure of such identifying information within audio and video communications made through the Internet or e-mail.

Applies such disclosure requirements to prerecorded telephone calls.",0.9172569513320924,0.8754618167877197,0.895872175693512,0.030254418030381203
956,956,956,956,0.935779816513762,0.814814814814815,0.834862385321101,0.596491228070175,0.517647058823529,0.532163742690059,0.728571428571429,0.633093525179856,0.65,30.156,15.823,22.276,10.688,14.726,17.517,116,45,7,192,31,14,74,4,593,563.06,459.647,549.152,0,Electronic Books Opening Opportunity for Knowledge Act of 2014 or the E-BOOK Act of 2014 - Amends the Higher Education Act of 1965 to authorize the Secretary of Education to award competitive grants to up to 10 institutions of higher education (IHEs) to reduce the cost of attendance for undergraduate students by providing them with expanded access to digital course materials. Directs the Secretary to give preference to grant applications that demonstrate a commitment to serving disadvantaged students. Requires each grant awarded to be used to support a pilot program for the IHE to make digital course materials available to undergraduate students in at least two different academic departments.,0.7321381568908691,"Electronic Books Opening Opportunity for Knowledge Act of 2014 or the E-BOOK Act of 2014 - Amends the Higher Education Act of 1965 to authorize the Secretary of Education to award competitive grants to up to 10 institutions of higher education (IHEs) to conduct pilot programs to reduce the cost of attendance for undergraduate students by expanding their access to digital course materials. Directs the Secretary to give a preference to applications that demonstrate a commitment to serving disadvantaged students. Requires grantees to make digital course materials available to undergraduate students in at least two different academic departments. Allows the IHEs to use the grant funds to:  purchase and maintain the electronic equipment or software their pilot programs need; purchase and maintain the digital and online content that instructors or students will use; hire staff to administer their pilot programs, with priority given to hiring enrolled undergraduate students; build or acquire extra storage space for pilot program equipment; and revise and adapt academic curricula as needed to implement their pilot programs. ",0.9759491682052612,0.916683793067932,0.9453886151313782,0.014836561866104603
957,957,957,957,0.796296296296296,0.579439252336449,0.592592592592593,0.666666666666667,0.484375,0.496124031007752,0.725738396624473,0.527659574468085,0.540084388185654,43.395,16.15,23.659,9.895,11.417,19.03,127,46,19,162,25,9,60,3,534,347.35,264.317,591.229,0,"World Trade Center National Memorial Act - Authorizes establishment as a unit of the National Park System of the site of the World Trade Center (WTC) in New York City, New York.Requires: (1) the Lower Manhattan Development Corporation to report to the Secretary of the Interior, the Governor of New York, and the Mayor of New York City on the recommended design and boundary for the Memorial; and (2) the final design and boundary to be approved by the Secretary, the Governor, and the Mayor.Requires the Memorial, upon transfer to the United States by willing sellers, to be administered by the Secretary through the National Park Service.",0.8743757605552673,"World Trade Center National Memorial Act - Authorizes the establishment as a unit of the National Park System of a national memorial at or near the site of the World Trade Center (WTC) in New York City to commemorate the significance to the Nation of the events of September 11, 2001. Requires the design and boundary of the memorial to be: (1) determined through a public planning process established by the Lower Manhattan Development Corporation (a public agency created to oversee the rebuilding of the WTC site and surrounding area); and (2) approved by the Secretary of the Interior, the Governor of New York, and the Mayor of New York City..Establishes the World Trade Center Memorial Advisory Board upon transfer of the completed memorial to the National Park Service.",0.927182674407959,0.9072207808494568,0.9170930981636048,3.620440111262724e-05
958,958,958,958,0.851063829787234,0.5,0.574468085106383,0.32258064516129,0.186991869918699,0.217741935483871,0.467836257309941,0.272189349112426,0.315789473684211,11.53,23.327,29.013,12.774,14.597,26.923,59,12,12,82,12,5,43,1,260,258.1,188.679,201.475,0,Tax Incentives Fuel Efficient Vehicles Act of 2003 - Amends the Internal Revenue Code to: (1) increase the excise tax on automobiles at specified fuel economy standards; (2) increase the weight exemption for automobiles; and (3) allow a refundable tax credit for sales of highly fuel-efficient automobiles.,0.4228179454803467,"Tax Incentives for Fuel Efficient Vehicles Act of 2003 - Amends the Internal Revenue Code with respect to the (automotive) gas guzzler manufacturer excise tax to: (1) increase the weight of a covered automobile to12,000 pounds; (2) revise the excise tax table, including the addition of a model-year calculation criteria; (3) revise the exception to such coverage, including elimination of the exception based upon nonpassenger treatment under specified Department of Transportation rules; and (4) apply such provisions to sales after October 31, 2005.Establishes a highly fuel-efficient automobile credit for taxpayer purchases of a new passenger or nonpassenger automobile (as defined by this Act) that exceeds specified fuel economy ratings. Applies such credit to vehicles placed in service after October 31, 2005.",0.9330720901489258,0.8603830337524414,0.8952544927597046,1.7679274606052786e-05
959,959,959,959,1.0,0.968253968253968,1.0,0.64,0.616161616161616,0.64,0.780487804878049,0.753086419753087,0.780487804878049,-35.256,34.076,39.975,20.598,19.569,39.272,73,23,9,134,23,13,50,1,399,276.49,222.881,321.881,0,"Special Olympics Sport and Empowerment Act of 2004 - Authorizes the Secretaries of Education, of State, and of Health and Human Services to award grants to, or enter into contracts or cooperative agreements with, Special Olympics for specified education, international, and health activities, including ones promoting Special Olympics and a greater understanding of contributions to society by individuals with intellectual disabilities outside the United States.",0.8414484262466431,"Special Olympics Sport and Empowerment Act of 2004 - Authorizes the Secretaries of Education, of State, and of Health and Human Services to award grants to, or enter into contracts or cooperative agreements with, Special Olympics for specified education, international, and health activities, including ones promoting Special Olympics and a greater understanding of contributions to society by individuals with intellectual disabilities both within and outside of the United States.

Prohibits use of funds under this Act for direct treatment of diseases, medical conditions, or mental health conditions.

Sets forth application and annual report requirements.

Authorizes appropriations for FY 2005 through 2009.",0.9815481305122375,0.9199233055114746,0.9497371315956116,0.03456663712859154
